ID,Name,Team,Current?,Position,Age,Games Played,Minutes/Game,Usage %,Turnover %,Free Throw Attempts,Free Throw %,2-pt Attempts,2-Point %,3-pt Attempts,3-Point %,Effective FG %,True Shooting %,Points per Game,Rebounds per Game,Assists per Game,Steals per Game,Blocks per Game,Turovers per Game,Points + Rebounds,Points + Assists,Points + Rebounds + Assists,Versatility Index,Offensive Rating,Defensive Rating,Team ID,,,Unique team IDs,
471,Jarred Vanderbilt,Lal,*,F,26,36,16.1,12.5,19.3,36,0.556,89,0.562,32,0.281,0.525,0.537,4.1,5.1,1.1,1,0.3,0.8,9.1,5.2,10.3,7.1,115.5,101.9,4,,,,
472,Thomas Bryant,Mia,,C-F,27.7,10,11.5,13.4,6.6,11,1,11,0.545,17,0.353,0.536,0.624,4.1,3.2,0.4,0.1,0.9,0.2,7.3,4.5,7.7,6,131.5,106.6,22,,,,
473,Ron Harper Jr.,Det,*,G-F,25,1,17,22,0,2,1,2,0.5,6,0,0.125,0.225,4,7,2,0,0,0,11,6,13,9,90.2,118.7,10,,,,
474,Malachi Flynn,Cha,*,G,26.9,4,10.9,19.1,23,6,0.833,9,0.444,4,0.25,0.423,0.512,4,1.8,1.8,0.8,0,1,5.8,5.8,7.5,8.6,104.5,109.7,13,,,,
475,MarJon Beauchamp,Lac,,F,24.5,3,5.7,24.8,12.2,4,0.5,4,0.5,3,0.667,0.714,0.685,4,1,0.7,0,0,0.3,5,4.7,5.7,9.9,133.3,106.3,24,,,,
476,Josh Richardson,Mia,*,G,31.6,8,18.7,14.2,17.2,4,1,16,0.313,22,0.273,0.368,0.402,4,1.5,1.5,1,0.1,1,5.5,5.5,7,4.4,87.4,105.6,22,,,,
477,Nicolas Batum,Lac,*,G-F,36.3,78,17.5,9,12.5,21,0.81,35,0.457,203,0.433,0.622,0.633,4,2.8,1.1,0.7,0.5,0.4,6.8,5.1,7.9,5.3,126,105.8,24,,,,
478,JT Thor,Was,*,F,22.6,11,18.8,10.8,6.3,14,0.571,29,0.448,15,0.2,0.398,0.429,3.9,3.8,0.5,0.5,0.5,0.3,7.7,4.4,8.2,4.1,102.6,118.8,27,,,,
479,Olivier-Maxence Prosper,Dal,*,F,22.8,52,11.2,16.3,7.4,76,0.645,123,0.472,51,0.235,0.437,0.484,3.9,2.4,0.8,0.5,0.1,0.3,6.3,4.6,7.1,7,111.4,113.9,5,,,,
480,Shake Milton,Lal,*,G,28.5,30,11.5,16.4,17,26,0.846,63,0.508,34,0.294,0.485,0.535,3.9,1.8,1.3,0.3,0.1,0.7,5.6,5.1,6.9,7.3,108.9,111.5,4,,,,
481,Steven Adams,Hou,*,C,31.7,58,13.7,13.5,24.4,93,0.462,165,0.552,2,0,0.545,0.541,3.9,5.6,1.1,0.4,0.5,0.9,9.5,5,10.7,8.4,114.8,105.1,26,,,,
482,Kyle Lowry,Phi,*,G,39.1,35,18.8,10.1,15.2,33,0.818,29,0.414,88,0.33,0.474,0.525,3.9,1.9,2.7,0.9,0.3,0.6,5.9,6.7,8.6,5.8,118.7,112.5,9,,,,
483,Pete Nance,Mil,*,F,25.1,6,11.6,13.2,19,0,0,5,0.8,12,0.417,0.676,0.676,3.8,1.8,1.2,0.2,0.3,0.7,5.7,5,6.8,7,120.9,107.4,2,,,,
484,Branden Carlson,Okc,*,C,25.8,32,7.7,19.3,6.7,18,0.778,31,0.677,66,0.333,0.557,0.581,3.8,1.7,0.4,0.2,0.7,0.2,5.5,4.3,5.9,7.1,121.5,103.6,1,,,,
485,Devin Carter,Sac,*,G,23.1,36,11,17.9,12.4,44,0.591,66,0.439,61,0.295,0.441,0.471,3.8,2.1,1.1,0.6,0.1,0.5,5.9,5,7.1,7.5,103.3,107.6,14,,,,
486,Ousmane Dieng,Okc,*,F,21.9,37,10.9,15.7,12.6,16,0.688,54,0.574,71,0.324,0.524,0.538,3.8,2.2,0.8,0.5,0.2,0.5,6,4.7,6.9,6.9,109,103.2,1,,,,
487,Jaden Springer,Uta,*,G,22.6,17,13.2,14,17.6,17,0.706,27,0.63,29,0.207,0.464,0.504,3.8,2,1.4,0.7,0.2,0.7,5.8,5.1,7.1,6.7,106.7,111.8,30,,,,
488,Cody Martin,Pho,*,F,29.5,14,14.7,15.3,13.6,12,0.75,30,0.567,27,0.111,0.377,0.417,3.7,3.4,1.1,0.9,0.4,0.6,7.1,4.9,8.3,6.5,95.7,107.5,8,,,,
489,Jackson Rowe,Gol,*,F,28.3,6,8.6,16.8,5.5,6,0.5,7,0.714,10,0.3,0.559,0.56,3.7,1.8,0.7,0.7,0,0.2,5.5,4.3,6.2,7.8,120.6,104.6,16,,,,
490,Craig Porter,Cle,*,G,25.1,51,10.1,15.9,21.3,32,0.719,92,0.554,48,0.438,0.589,0.61,3.7,1.3,1.4,0.3,0.3,0.7,5,5.1,6.4,7.5,115.2,112.3,20,,,,
491,Emoni Bates,Cle,*,F,21.2,10,7.5,22.7,5,0,0,8,0.25,30,0.367,0.487,0.487,3.7,0.7,0.8,0.1,0.1,0.2,4.4,4.5,5.2,6.8,104.8,113,20,,,,
492,Blake Wesley,San,*,G,22.1,58,11.8,16.6,22.5,61,0.623,128,0.5,58,0.293,0.481,0.51,3.7,1.1,2,0.6,0.1,0.9,4.8,5.7,6.8,6.8,101.7,115,17,,,,
493,DeAndre Jordan,Den,*,C,36.7,56,12.3,12.8,22.2,64,0.422,140,0.65,0,0,0.65,0.621,3.7,5.1,0.9,0.3,0.5,0.7,8.8,4.7,9.8,8.4,120.6,103.9,3,,,,
494,Jaylon Tyson,Cle,*,G-F,22.4,47,9.6,17.4,14.8,24,0.792,91,0.484,58,0.345,0.497,0.523,3.6,2,0.9,0.3,0.1,0.6,5.6,4.5,6.5,7.8,110.9,104.7,20,,,,
495,Baylor Scheierman,Bos,*,G,24.5,31,12.4,14.5,9.8,12,0.75,28,0.464,82,0.317,0.473,0.49,3.6,2.1,1.1,0.5,0.1,0.4,5.7,4.7,6.8,6.5,110.7,108.3,7,,,,
496,Jae'Sean Tate,Hou,*,F,29.5,52,11.3,13.3,12.9,47,0.681,102,0.529,46,0.348,0.527,0.557,3.6,2.3,0.9,0.5,0.1,0.4,5.9,4.5,6.8,6.9,120.5,99.8,26,,,,
497,Marvin Bagley III,Mem,*,F,26.1,12,8.2,16.9,2.8,12,0.667,26,0.615,9,0.111,0.5,0.534,3.6,2.3,0.3,0.2,0.3,0.1,5.9,3.9,6.3,6.6,123.5,111.2,23,,,,
498,Luka Garza,Min,*,C,26.3,39,5.6,26.2,10.2,35,0.686,69,0.609,36,0.278,0.543,0.573,3.5,1.4,0.3,0.2,0.1,0.3,4.9,3.8,5.2,8.1,117.6,102,6,,,,
499,Dario Saric,Den,*,F-C,31,16,13.2,15.6,20.5,10,0.7,32,0.438,26,0.269,0.422,0.449,3.5,3.1,1.4,0.4,0.1,0.9,6.6,4.9,8.1,7.5,96.1,108.9,3,,,,
500,Doug McDermott,Sac,*,F,33.3,42,8.1,15.8,4.9,5,0.6,16,0.375,101,0.436,0.615,0.617,3.5,0.5,0.2,0.1,0,0.1,4,3.7,4.2,3.5,118.5,114,14,,,,
501,Cory Joseph,Orl,*,G,33.7,50,12.2,12.8,10.4,18,0.778,47,0.489,107,0.364,0.529,0.547,3.5,1.5,1.4,0.5,0.1,0.4,5,5,6.5,6.4,118.3,105.9,12,,,,
502,Jamaree Bouyea,Mil,*,G,25.8,5,12.3,16.1,39.4,6,0.667,7,0.714,5,0.2,0.542,0.581,3.4,1,2,0.8,0.4,1.6,4.4,5.4,6.4,6.2,93.5,113.3,2,,,,
503,Isaac Jones,Sac,*,F,24.8,40,7.6,16.3,16.1,36,0.639,75,0.68,8,0.375,0.669,0.678,3.4,1.4,0.3,0.1,0.3,0.4,4.8,3.7,5.1,5.9,124,110.7,14,,,,
504,Andre Jackson Jr.,Mil,*,G,23.4,67,14.6,11.9,22.7,24,0.5,121,0.529,76,0.395,0.553,0.554,3.4,2.7,1.2,0.5,0.2,0.9,6.1,4.7,7.4,6.1,107.9,104.4,2,,,,
505,Lindy Waters III,Det,*,F,27.7,14,8.8,16.1,6.4,0,0,6,0.167,38,0.395,0.534,0.534,3.4,1,0.7,0.4,0.1,0.2,4.4,4.1,5.1,6.1,114.4,112.7,10,,,,
506,Bruno Fernando,Tor,*,F-C,26.7,17,8.6,19,22.1,8,0.75,49,0.531,0,0,0.531,0.552,3.4,3,1.1,0.2,0.5,0.8,6.4,4.5,7.5,10.4,107.1,96.8,25,,,,
507,Kylor Kelley,Nor,*,C,27.6,3,19.7,9.8,24.5,4,0.5,9,0.444,0,0,0.444,0.465,3.3,6,1,0.3,0.3,1,9.3,4.3,10.3,5.5,94.5,108.8,15,,,,
508,Javonte Green,Cle,*,G,31.7,18,9.2,18.3,6,10,0.5,30,0.5,33,0.242,0.429,0.438,3.3,2.2,0.6,0.6,0.1,0.2,5.5,3.9,6.1,7.1,101.4,99.5,20,,,,
509,Nate Williams,Hou,*,G,26.2,20,7.3,22.3,18.4,8,0.625,36,0.583,26,0.231,0.484,0.496,3.3,0.7,0.5,0.4,0.2,0.7,3.9,3.7,4.4,5.7,91.7,104.2,26,,,,
510,Kevin Knox II,Gol,*,F,25.7,14,6,21.9,9.9,8,0.75,21,0.667,15,0.267,0.556,0.582,3.3,1.2,0.4,0.1,0.3,0.3,4.5,3.6,4.9,7.8,115.5,109.4,16,,,,
511,Damion Lee,Pho,*,G-F,32.5,25,5.8,28.6,11.8,21,0.952,37,0.486,37,0.243,0.426,0.499,3.3,0.8,0.4,0.2,0,0.4,4.1,3.8,4.6,7,98.4,118.6,8,,,,
512,Elijah Harkless,Uta,*,G,25.2,10,13.8,12.3,7.8,6,0.5,10,0.4,25,0.28,0.414,0.425,3.2,2.1,0.8,1,0.1,0.3,5.3,4,6.1,5.1,102.1,108.9,30,,,,
513,Wendell Moore Jr.,Det,,G,23.6,20,10.9,12.6,15.1,14,0.929,36,0.528,14,0.286,0.5,0.561,3.2,2.2,1.2,0.5,0.2,0.5,5.4,4.3,6.5,7.5,119,108.9,10,,,,
514,Zeke Nnaji,Den,*,F-C,24.3,57,10.7,12.2,9,44,0.614,89,0.596,52,0.327,0.557,0.574,3.2,1.6,0.4,0.4,0.7,0.2,4.8,3.6,5.2,4.7,119.2,109.4,3,,,,
515,Moses Brown,Ind,,C,25.5,9,5.1,26.7,22.8,5,0.6,20,0.65,0,0,0.65,0.653,3.2,1.4,0,0.2,0.1,0.7,4.7,3.2,4.7,0,98.5,101.9,28,,,,
516,Cam Reddish,Lal,*,F-G,25.6,33,17.9,8.7,11.3,26,0.615,47,0.532,47,0.277,0.473,0.498,3.2,2,0.7,1,0.3,0.4,5.2,3.9,5.9,3.7,106.4,110.4,4,,,,
517,JT Thor,Cle,,F,22.6,9,4.7,24.5,28.1,8,0.875,9,0.667,6,0.5,0.7,0.756,3.1,0.7,0.1,0.2,0.3,0.7,3.8,3.2,3.9,5.1,113.9,102,20,,,,
518,Patty Mills,Lac,*,G,36.7,12,5.1,18,4.7,9,0.889,2,0.5,18,0.5,0.725,0.772,3.1,0.1,0.4,0.1,0,0.1,3.2,3.5,3.6,3.9,155.7,97.7,24,,,,
519,Patrick Baldwin Jr.,Lac,*,F,22.4,2,3.1,14.1,0,0,0,0,0,2,1,1.5,1.5,3,1.5,0.5,0,0,0,4.5,3.5,5,16.9,0,0,24,,,,
520,P.J. Tucker,Nyk,*,F,39.9,3,19.3,6,12.5,0,0,1,0,6,0.5,0.643,0.643,3,2.7,0,0.3,0.3,0.3,5.7,3,5.7,0,128.3,105.6,11,,,,
521,Rayan Rupert,Por,*,G-F,20.9,52,8.8,16.8,17.4,30,0.767,83,0.506,59,0.271,0.465,0.499,3,1.3,0.5,0.3,0.1,0.6,4.3,3.5,4.8,5.7,98.2,111.7,29,,,,
522,Taze Moore,Por,*,G,26.8,2,10,26.9,16.4,2,0.5,6,0.167,4,0.25,0.25,0.276,3,4,0.5,1,0,1,7,3.5,7.5,7.3,72.1,113.5,29,,,,
523,Kylor Kelley,Dal,,C,27.6,8,8.3,10.7,7,6,0.667,13,0.769,0,0,0.769,0.767,3,2.6,0.3,0,0.3,0.1,5.6,3.3,5.9,6.4,158.5,106.7,5,,,,
524,Maxi Kleber,Dal,*,F,33.2,34,18.7,8.7,19.3,21,0.762,47,0.511,49,0.265,0.453,0.489,3,2.8,1.3,0.3,0.5,0.7,5.8,4.3,7.1,4.7,104.1,110.4,5,,,,
525,Gary Harris,Orl,*,G,30.6,48,14.8,9.5,11.3,12,0.583,32,0.469,101,0.356,0.519,0.524,3,1.3,0.6,0.5,0.3,0.4,4.4,3.6,5,3.6,107.1,109.2,12,,,,
526,AJ Johnson,Mil,,G,20.4,7,6.3,23.9,17.2,2,0.5,14,0.357,5,0.6,0.5,0.503,2.9,1,1,0.1,0,0.6,3.9,3.9,4.9,9.1,94.9,116.6,2,,,,
527,Tyler Smith,Mil,*,F,20.4,23,5.3,22.2,13.7,8,0.75,20,0.55,30,0.433,0.61,0.626,2.9,1.1,0.2,0.1,0.2,0.3,4,3.1,4.2,6.5,110.1,106.7,2,,,,
528,Markelle Fultz,Sac,*,G,26.9,21,8.8,19.3,18.2,1,1,59,0.407,8,0.5,0.448,0.452,2.9,1,1.3,0.5,0.1,0.7,3.9,4.2,5.1,7.1,92.7,113.2,14,,,,
529,Ben Simmons,Lac,*,G-F,28.7,18,16.4,10.4,20.8,7,0.857,53,0.434,0,0,0.434,0.464,2.9,3.8,3.1,0.7,0.4,0.8,6.7,6,9.8,7.9,115.4,103.4,24,,,,
530,Taj Gibson,Cha,*,F,39.8,37,11.1,13.4,20.8,20,0.6,93,0.495,2,0.5,0.5,0.515,2.9,3.2,0.6,0.2,0.5,0.7,6.1,3.5,6.7,6.4,103.4,105.2,13,,,,
531,RayJ Dennis,Ind,*,G,24,11,6.4,23.9,13,2,1,12,0.417,21,0.286,0.424,0.443,2.7,1.1,1.3,0.6,0.2,0.5,3.8,4,5.1,9.8,96.9,103.9,28,,,,
532,Keshad Johnson,Mia,*,F,23.8,16,6.1,15.4,13.2,9,0.444,19,0.789,7,0.429,0.75,0.718,2.7,1.8,0.3,0.3,0.3,0.3,4.4,2.9,4.7,7.4,128.4,100.3,22,,,,
533,Reece Beekman,Bro,*,G,23.5,34,13.7,12.8,16.5,21,0.762,66,0.409,40,0.175,0.354,0.395,2.7,1.1,1.8,0.9,0.1,0.6,3.8,4.5,5.6,5.1,94,111.8,19,,,,
534,David Duke Jr.,San,*,G,25.5,6,5.6,21.4,12.3,2,0.5,8,0.375,6,0.5,0.536,0.538,2.7,0.8,0.7,0.2,0,0.3,3.5,3.3,4.2,8.2,105.7,118.7,17,,,,
535,Drew Eubanks,Lac,*,F-C,28.2,24,7.4,16,16.9,14,0.786,48,0.563,1,0,0.551,0.589,2.7,2.4,0.4,0.1,0.3,0.4,5.1,3.1,5.5,7.4,117.3,103.4,24,,,,
536,Torrey Craig,Bos,*,F,34.3,17,11.8,12.3,15,8,0.625,14,0.5,31,0.29,0.456,0.474,2.7,2.8,0.7,0.4,0.6,0.5,5.5,3.4,6.2,5.9,109.1,104,7,,,,
537,Trey Jemison,Lal,*,C,25.4,22,10.3,11.9,24.9,12,0.417,42,0.619,0,0,0.619,0.603,2.6,2.8,0.3,0.1,0.4,0.6,5.4,2.9,5.6,5,108.1,97.7,4,,,,
538,Hunter Tyson,Den,*,F,24.8,51,7.8,15.5,10.4,28,0.75,46,0.478,74,0.311,0.471,0.506,2.6,1.5,0.4,0.2,0.1,0.3,4.2,3,4.5,5.9,108.3,108.4,3,,,,
539,Josh Minott,Min,*,F,22.4,46,6,17.1,10.8,19,0.895,47,0.638,43,0.326,0.567,0.605,2.6,1,0.4,0.3,0.3,0.2,3.6,3,4,6.8,120.3,100.7,6,,,,
540,Jae Crowder,Sac,*,F,34.8,9,11.4,12,15.2,6,0.833,7,0.429,15,0.267,0.409,0.467,2.6,2.2,0.7,0.3,0,0.4,4.8,3.2,5.4,5.6,103.1,109.5,14,,,,
541,Chuma Okeke,Cle,*,F,26.7,2,12.7,11.7,0,0,0,1,1,6,0.167,0.357,0.357,2.5,2,1,0,0.5,0,4.5,3.5,5.5,5.4,100.3,118.8,20,,,,
542,Mo Bamba,Nor,*,C,26.9,4,15.3,7.5,9.6,2,1,5,0.8,4,0,0.444,0.506,2.5,6.3,0.5,0,0.8,0.3,8.8,3,9.3,5.2,121.9,107.7,15,,,,
543,MarJon Beauchamp,Nyk,*,F,24.5,6,2.9,34.8,8,4,1,6,0.667,5,0.2,0.5,0.588,2.5,1.5,0.2,0.2,0,0.2,4,2.7,4.2,12.5,0,0,11,,,,
544,Dillon Jones,Okc,*,F,23.5,54,10.2,13.3,17.4,28,0.607,70,0.5,63,0.254,0.444,0.464,2.5,2.2,1.1,0.3,0.1,0.5,4.7,3.6,5.8,7.1,102.4,101.8,1,,,,
545,Pat Spencer,Gol,*,G,28.8,39,6.4,21.2,15.1,15,0.733,79,0.456,22,0.227,0.431,0.455,2.5,1.2,1.2,0.4,0.1,0.5,3.7,3.7,4.9,9.6,102.5,106.5,16,,,,
546,Anthony Gill,Was,*,F,32.5,51,7.8,12.7,10.2,50,0.66,57,0.579,31,0.323,0.545,0.586,2.5,1.3,0.3,0.2,0,0.2,3.8,2.8,4.1,5.1,119.2,116.7,27,,,,
547,Jordan McLaughlin,San,*,G,29,18,6.9,12.6,17.4,6,1,8,0.75,20,0.45,0.696,0.734,2.5,0.5,1.5,0.3,0.1,0.3,3,4,4.5,7.1,143.4,119,17,,,,
548,Delon Wright,Mil,,G,33,26,15.6,11.2,14.5,16,0.563,33,0.303,49,0.245,0.341,0.365,2.5,1.8,1.8,0.9,0.3,0.5,4.3,4.3,6.1,5.1,94.6,112.4,2,,,,
549,Trey Jemison,Nor,,C,25.4,16,10.4,13,23.7,21,0.381,32,0.469,0,0,0.469,0.461,2.4,2.8,0.6,0.4,0.4,0.6,5.1,3,5.8,6.1,99.5,105.8,15,,,,
550,Christian Koloko,Lal,*,C,24.8,37,9.2,10.8,15.3,14,0.714,62,0.645,4,0,0.606,0.624,2.4,2.5,0.4,0.2,0.4,0.3,4.9,2.9,5.4,5.8,127.9,103.3,4,,,,
551,Johnny Davis,Was,*,G,23.1,34,7.1,15.9,8.2,15,0.6,49,0.51,29,0.241,0.455,0.473,2.4,1.1,0.3,0.4,0.2,0.2,3.5,2.7,3.8,5.2,98.6,114.8,27,,,,
552,Jericho Sims,Mil,*,C,26.5,14,15,7.7,32.4,0,0,25,0.68,0,0,0.68,0.68,2.4,4.9,0.8,0.1,0.6,0.9,7.3,3.2,8.1,5.6,119.7,105.4,2,,,,
553,John Konchar,Mem,*,G,29.1,46,12.1,8,14.9,8,0.875,29,0.621,62,0.371,0.577,0.592,2.4,3.3,0.9,0.7,0.3,0.3,5.7,3.3,6.6,6.4,126.6,108.7,23,,,,
554,Miles Norris,Bos,*,F,25,3,11.6,12.4,0,2,0.5,2,0,7,0.286,0.333,0.354,2.3,3,0,0.7,0.3,0,5.3,2.3,5.3,0,90.5,111.4,7,,,,
555,Bronny James,Lal,*,G,20.5,27,6.7,20.9,16.2,14,0.786,35,0.343,32,0.281,0.381,0.424,2.3,0.7,0.8,0.3,0.1,0.5,3,3.1,3.8,6.5,89.4,111,4,,,,
556,Lester Quinones,Phi,,G,24.4,4,4.3,31.9,32.2,1,1,5,0.8,3,0,0.5,0.533,2.3,1,0.3,0,0,1,3.3,2.5,3.5,8.2,84.1,126.8,9,,,,
557,Mason Jones,Sac,*,G,26.7,10,4.5,20.1,5.2,5,0.8,10,0.8,8,0.125,0.528,0.569,2.3,0.9,1.1,0,0.1,0.1,3.2,3.4,4.3,11.7,134.1,114.4,14,,,,
558,Drew Peterson,Bos,*,F,25.4,25,7.4,12.5,16.2,9,0.778,8,0.5,33,0.394,0.573,0.601,2.2,1.6,0.5,0.2,0.1,0.3,3.8,2.7,4.3,6.5,119.2,103.4,7,,,,
559,TyTy Washington Jr.,Pho,*,G,23.4,16,7.4,18.9,6.2,6,0.5,24,0.417,21,0.19,0.356,0.367,2.2,0.8,1,0.2,0,0.2,3,3.2,4,6.5,92.4,121.8,8,,,,
560,Kai Jones,Lac,,C-F,24.2,28,7.4,10.8,21.6,12,0.75,34,0.765,2,0,0.722,0.739,2.2,1.6,0.4,0.2,0.4,0.4,3.8,2.5,4.2,6.1,130.4,102.4,24,,,,
561,Alex Len,Lal,*,C,31.8,10,12.2,11.8,28.9,4,0.25,19,0.474,3,0.333,0.477,0.463,2.2,3.1,0.8,0.1,0.3,0.9,5.3,3,6.1,5.8,95.7,100.1,4,,,,
562,Enrique Freeman,Ind,*,F,24.7,22,8.2,12.3,13.9,19,0.684,27,0.556,10,0.1,0.446,0.507,2.1,1.4,0.4,0.1,0.1,0.3,3.5,2.5,3.9,5.1,109.3,108,28,,,,
563,Johnny Furphy,Ind,*,G,20.3,50,7.6,12.9,11.5,22,0.818,42,0.476,50,0.3,0.462,0.506,2.1,1.4,0.4,0.4,0.2,0.2,3.5,2.4,3.9,5.6,108.7,106.4,28,,,,
564,Pete Nance,Phi,,F,25.1,7,9.8,10.1,0,2,0.5,3,0.333,12,0.333,0.467,0.472,2.1,1.4,0.4,0.1,0,0,3.6,2.6,4,4.3,112.5,107.6,9,,,,
565,JD Davison,Bos,*,G,22.5,16,5.8,23.6,27.5,7,0.714,16,0.5,18,0.222,0.412,0.445,2.1,0.8,0.8,0.3,0.1,0.8,2.9,2.9,3.7,7.6,82.2,111.8,7,,,,
566,Patrick Baldwin Jr.,Was,,F,22.4,22,4.6,16.6,13.1,4,0.5,12,0.5,21,0.524,0.682,0.676,2.1,1,0.1,0.1,0.1,0.2,3.1,2.2,3.2,5.2,115.6,117.5,27,,,,
567,Orlando Robinson,Sac,,C,24.8,9,6.3,18.1,18.8,7,0.571,12,0.5,5,0.2,0.441,0.473,2.1,1.6,1,0.3,0.1,0.4,3.7,3.1,4.7,9.5,102.4,105.4,14,,,,
568,Chris Duarte,Chi,*,G,27.8,17,4.4,17.1,3.7,8,0.75,11,0.545,15,0.4,0.577,0.61,2.1,1.2,0.5,0,0,0.1,3.3,2.6,3.8,9.8,135.6,110.2,21,,,,
569,Dwight Powell,Dal,*,F-C,33.7,55,10,7.6,22.7,43,0.651,56,0.714,5,0.4,0.705,0.713,2.1,2.1,1,0.3,0.4,0.3,4.2,3.1,5.2,6.6,144.4,105.2,5,,,,
570,Sidy Cissoko,Por,*,G,21,5,12,15.5,42.3,3,0.667,6,0.667,6,0,0.333,0.375,2,2.2,1.8,0.2,0.2,1.8,4.2,3.8,6,6.6,74,114,29,,,,
571,Tyler Kolek,Nyk,*,G,24,41,7.2,15.8,17.9,17,0.765,35,0.371,47,0.298,0.415,0.453,2,0.7,1.7,0.3,0.1,0.4,2.6,3.7,4.3,7.4,108.5,110,11,,,,
572,Alex Reese,Okc,,F-G,25.9,1,1.9,22.3,0,0,0,1,1,0,0,1,1,2,1,0,0,0,0,3,2,3,0,0,0,1,,,,
573,Adama Sanogo,Chi,*,F,23.2,4,5.4,15.6,12.5,0,0,7,0.571,0,0,0.571,0.571,2,1.5,0.3,0,0,0.3,3.5,2.3,3.8,7.2,126.4,119.7,21,,,,
574,Jalen Hood-Schifino,Lal,,G,21.8,2,7.1,9,41,2,1,1,1,0,0,1,1.064,2,0.5,0.5,0,0.5,0.5,2.5,2.5,3,4.5,151.8,100.6,4,,,,
575,MarJon Beauchamp,Mil,,F,24.5,26,4.7,23.5,21.5,12,0.75,26,0.423,21,0.333,0.457,0.497,2,1.2,0.3,0.1,0,0.5,3.2,2.3,3.5,7.6,90.3,106.2,2,,,,
576,Josh Christopher,Mia,*,G,23.3,14,5,25.4,16.1,6,0.667,20,0.45,11,0.182,0.387,0.416,2,0.6,0.6,0.4,0.2,0.4,2.6,2.6,3.2,7.2,81.6,111.3,22,,,,
577,Bobi Klintman,Det,*,F,22.1,8,5.3,11.8,8.9,2,0.5,5,0.8,5,0.4,0.7,0.689,1.9,0.9,0.9,0.3,0.1,0.1,2.8,2.8,3.6,8.7,144.8,95.6,10,,,,
578,Kobe Brown,Lac,*,F,25.3,40,6.8,14,14.2,7,0.714,46,0.587,26,0.231,0.5,0.513,1.9,1.6,0.6,0.2,0.1,0.3,3.6,2.5,4.2,7.2,109.8,105,24,,,,
579,Ariel Hukporti,Nyk,*,C,23,25,8.7,11.5,40.2,13,0.462,31,0.677,0,0,0.677,0.654,1.9,2,0.4,0,0.6,0.8,4,2.4,4.4,5.3,94.6,102,11,,,,
580,Jordan McLaughlin,Sac,,G,29,28,6.8,14.1,19.9,16,0.688,18,0.333,26,0.385,0.477,0.519,1.9,0.8,0.9,0.4,0,0.4,2.6,2.8,3.5,6.5,105.8,112.2,14,,,,
581,Garrett Temple,Tor,*,G-F,38.9,28,8.1,13.9,14.2,12,0.917,32,0.375,28,0.214,0.35,0.406,1.9,1,1.1,0.6,0.1,0.4,2.9,3,4,6.3,98,107.3,25,,,,
582,Jahmir Young,Chi,*,G,24.5,6,5,9.7,15.5,2,1,3,1,2,0.5,0.9,0.935,1.8,0.5,1,0,0,0.2,2.3,2.8,3.3,7.7,175.4,116.9,21,,,,
583,Trentyn Flowers,Lac,*,F,20.1,6,4.5,21.8,8,3,1,9,0.444,2,0,0.364,0.446,1.8,0.7,0,0,0,0.2,2.5,1.8,2.5,0,92.1,101,24,,,,
584,Adam Flagler,Okc,*,G,25.4,37,5.5,21.1,4,2,0.5,24,0.458,72,0.194,0.333,0.335,1.8,0.7,0.3,0.2,0.1,0.1,2.5,2.1,2.8,5.3,79.8,106.2,1,,,,
585,E.J. Liddell,Chi,*,F,24.3,12,4.4,14.1,11.5,2,1,5,1,10,0.3,0.633,0.661,1.8,0.8,0.3,0.1,0,0.2,2.5,2,2.8,6.9,125.9,99.2,21,,,,
586,Vlatko Cancar,Den,*,F,28,13,10.4,11.5,29.7,0,0,11,0.545,15,0.267,0.462,0.462,1.8,2.5,0.7,0.2,0.2,0.8,4.3,2.5,5,5.6,82.7,110.7,3,,,,
587,Emanuel Miller,Chi,*,F,24.8,6,4.1,15,0,2,1,7,0.571,1,0,0.5,0.563,1.7,1.3,0.3,0.2,0,0,3,2,3.3,8.5,141.2,105.9,21,,,,
588,Alex Ducas,Okc,*,G,24.3,21,6,11.8,11.6,2,1,9,0.222,21,0.476,0.567,0.583,1.7,1.2,0.2,0.2,0,0.2,3,2,3.2,4.9,119.6,102.5,1,,,,
589,Pacome Dadiet,Nyk,*,F,19.7,18,6.2,14.7,11.3,6,0.667,12,0.333,19,0.316,0.419,0.446,1.7,1,0.3,0.2,0.1,0.2,2.7,1.9,2.9,5.2,93.7,111.4,11,,,,
590,PJ Hall,Den,*,C,23.1,19,3.5,17.8,7.6,4,0.75,16,0.75,8,0.25,0.625,0.641,1.7,1.2,0.2,0,0.2,0.1,2.9,1.9,3.1,8.5,0,0,3,,,,
591,Jaden Springer,Bos,,G,22.6,26,5.4,14.7,10.4,21,0.714,15,0.4,19,0.316,0.441,0.52,1.7,0.9,0.4,0.5,0,0.2,2.7,2.1,3,6.3,114.4,97.9,7,,,,
592,Markieff Morris,Dal,,F,35.6,7,5.8,25.3,8.3,0,0,9,0.333,13,0.154,0.273,0.273,1.7,1.1,0.6,0.1,0.1,0.3,2.9,2.3,3.4,7.2,63.1,113,5,,,,
593,Tristan Thompson,Cle,*,C-F,34.1,40,8.2,12.7,16.5,30,0.233,68,0.456,3,0,0.437,0.41,1.7,3.4,0.6,0.1,0.3,0.4,5.1,2.3,5.7,7.4,99.3,100.3,20,,,,
